tool,scenario,ctx,migrationTimeNs,rollbackTimeNs,exitCode,scriptLines,cpuUsage,memoryUsage,successRate
Flyway,Scen2,21,2192747668,0,0,3,0,0,100.0
Flyway,Scen2,22,2277567048,0,0,2,0,0,100.0
Flyway,Scen2,23,2111851668,0,0,3,0,0,100.0
Flyway,Scen2,24,4277947430,0,0,1,0,0,100.0
Flyway-R,Scen2,24,0,79947688,0,2,0,0,100.0
Flyway-R,Scen2,23,0,88819284,0,2,0,0,100.0
Flyway-R,Scen2,22,0,79396017,0,2,0,0,100.0
Flyway-R,Scen2,21,0,90697205,0,2,0,0,100.0
Flyway-R,Scen2,20,0,79092978,0,2,0,0,100.0
Flyway-R,Scen2,19,0,91138336,0,1,0,0,100.0
Flyway-R,Scen2,18,0,21308360482,0,54,0,0,100.0
Flyway-R,Scen2,17,0,105574529,0,1,0,0,100.0
Flyway-R,Scen2,16,0,133345265,0,1,0,0,100.0
Flyway-R,Scen2,15,0,303003721,0,1,0,0,100.0
Flyway,Scen2,15,1959128733,0,0,13,0,0,100.0
Flyway,Scen2,16,2218312306,0,0,3,0,0,100.0
Flyway,Scen2,17,2083870075,0,0,3,0,0,100.0
Flyway,Scen2,18,41975067923,0,0,10,0,0,100.0
Flyway,Scen2,19,2545858767,0,0,6,0,0,100.0
Flyway,Scen2,20,3860590324,0,0,2,0,0,100.0
Flyway,Scen2,21,2269022724,0,0,3,0,0,100.0
Flyway,Scen2,22,2233028494,0,0,2,0,0,100.0
Flyway,Scen2,23,2123512547,0,0,3,0,0,100.0
Flyway,Scen2,24,3364951243,0,0,1,0,0,100.0
Flyway-R,Scen2,24,0,80228143,0,2,0,0,100.0
Flyway-R,Scen2,23,0,92761281,0,2,0,0,100.0
Flyway-R,Scen2,22,0,82094027,0,2,0,0,100.0
Flyway-R,Scen2,21,0,103584479,0,2,0,0,100.0
Flyway-R,Scen2,20,0,81475104,0,2,0,0,100.0
Flyway-R,Scen2,19,0,196713377,0,1,0,0,100.0
Flyway-R,Scen2,18,0,25639930318,0,54,0,0,100.0
Flyway-R,Scen2,17,0,121137110,0,1,0,0,100.0
Flyway-R,Scen2,16,0,182773266,0,1,0,0,100.0
Flyway-R,Scen2,15,0,1293115985,0,1,0,0,100.0
Flyway,Scen2,15,1897068259,0,0,13,0,0,100.0
Flyway,Scen2,16,2236683700,0,0,3,0,0,100.0
Flyway,Scen2,17,2068331476,0,0,3,0,0,100.0
Flyway,Scen2,18,39758465297,0,0,10,0,0,100.0
Flyway,Scen2,19,2187590002,0,0,6,0,0,100.0
Flyway,Scen2,20,3260491310,0,0,2,0,0,100.0
Flyway,Scen2,21,2289499905,0,0,3,0,0,100.0
Flyway,Scen2,22,2321999227,0,0,2,0,0,100.0
Flyway,Scen2,23,2240421730,0,0,3,0,0,100.0
Flyway,Scen2,24,4363662566,0,0,1,0,0,100.0
Flyway-R,Scen2,24,0,84975661,0,2,0,0,100.0
Flyway-R,Scen2,23,0,93560632,0,2,0,0,100.0
Flyway-R,Scen2,22,0,82571490,0,2,0,0,100.0
Flyway-R,Scen2,21,0,91561981,0,2,0,0,100.0
Flyway-R,Scen2,20,0,81166010,0,2,0,0,100.0
Flyway-R,Scen2,19,0,94783346,0,1,0,0,100.0
Flyway-R,Scen2,18,0,21694300913,0,54,0,0,100.0
Flyway-R,Scen2,17,0,102455537,0,1,0,0,100.0
Flyway-R,Scen2,16,0,125234106,0,1,0,0,100.0
Flyway-R,Scen2,15,0,301158602,0,1,0,0,100.0
Flyway,Scen2,15,2127844726,0,0,13,0,0,100.0
Flyway,Scen2,16,2269023263,0,0,3,0,0,100.0
Flyway,Scen2,17,2181543056,0,0,3,0,0,100.0
Flyway,Scen2,18,42668218163,0,0,10,0,0,100.0
Flyway,Scen2,19,3866645851,0,0,6,0,0,100.0
Flyway,Scen2,20,2878615426,0,0,2,0,0,100.0
Flyway,Scen2,21,2255047617,0,0,3,0,0,100.0
Flyway,Scen2,22,2250349136,0,0,2,0,0,100.0
Flyway,Scen2,23,2167609764,0,0,3,0,0,100.0
Flyway,Scen2,24,3340268629,0,0,1,0,0,100.0
Flyway-R,Scen2,24,0,80064727,0,2,0,0,100.0
Flyway-R,Scen2,23,0,89662069,0,2,0,0,100.0
Flyway-R,Scen2,22,0,77713342,0,2,0,0,100.0
Flyway-R,Scen2,21,0,128741023,0,2,0,0,100.0
Flyway-R,Scen2,20,0,87398487,0,2,0,0,100.0
Flyway-R,Scen2,19,0,387436946,0,1,0,0,100.0
Flyway-R,Scen2,18,0,24233019261,0,54,0,0,100.0
Flyway-R,Scen2,17,0,120983879,0,1,0,0,100.0
Flyway-R,Scen2,16,0,194600296,0,1,0,0,100.0
Flyway-R,Scen2,15,0,1308503207,0,1,0,0,100.0
Flyway,Scen2,15,2086073829,0,0,13,0,0,100.0
Flyway,Scen2,16,2364586319,0,0,3,0,0,100.0
Flyway,Scen2,17,2220080619,0,0,3,0,0,100.0
